Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
730-70-9830,Giza,Naypyitaw,,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,5:54:00 PM,Ewallet,420.66,4.761904762,21.033,5.2
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,,12.624,265.104,1/29/2019,12:25:00 PM,,252.48,4.761904762,12.624,8.9
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,01/03/2019,4:47:00 PM,,335.45,,16.7725,9.1
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,,507.675,1/14/2019,12:52:00 PM,,,4.761904762,24.175,7
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,01/05/2019,7:50:00 PM,Credit card,318.42,4.761904762,15.921,9.6
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,,701.8515,2/22/2019,6:17:00 PM,,668.43,4.761904762,33.4215,8.7
595-86-2894,Giza,,Member,Male,Fashion accessories,96.98,,19.396,407.316,02/06/2019,5:20:00 PM,Ewallet,,4.761904762,19.396,9.4
182-69-8360,Cairo,Mandalay,Normal,,Electronic accessories,,4,,99.33,1/30/2019,1:32:00 PM,,,4.761904762,,4
289-15-7034,Alex,Yangon,,,Sports and travel,82.33,4,16.466,345.786,01/11/2019,10:37:00 AM,Credit card,329.32,4.761904762,16.466,7.5
462-78-5240,,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,,55.881,3/19/2019,2:35:00 PM,Cash,53.22,4.761904762,2.661,4.2
868-52-7573,,Mandalay,Normal,Female,Food and beverages,99.69,,24.9225,523.3725,1/14/2019,12:09:00 PM,,498.45,4.761904762,24.9225,9.9
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,,14.978,314.538,03/01/2019,3:32:00 PM,,,4.761904762,14.978,4.2
662-72-2873,,Yangon,Normal,Female,Food and beverages,40.94,,,214.935,01/06/2019,1:58:00 PM,Ewallet,204.7,4.761904762,10.235,9.9
525-88-7307,Cairo,Mandalay,Member,,,,1,3.791,79.611,1/31/2019,1:19:00 PM,,75.82,4.761904762,3.791,5.8
689-16-9784,,,Normal,Male,Food and beverages,46.77,6,14.031,294.651,03/11/2019,1:37:00 PM,Cash,280.62,4.761904762,14.031,6
725-56-0833,,,Normal,Female,Health and beauty,32.32,,16.16,339.36,3/14/2019,4:49:00 PM,,,4.761904762,,10
394-41-0748,Giza,,Member,Female,Fashion accessories,54.07,,24.3315,510.9615,1/27/2019,2:55:00 PM,,,4.761904762,24.3315,9.5
596-42-3999,,Mandalay,,Male,Food and beverages,18.22,7,6.377,133.917,03/10/2019,2:04:00 PM,Credit card,127.54,,6.377,6.6
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,,12.072,253.512,3/14/2019,12:31:00 PM,Cash,241.44,4.761904762,12.072,8.1
173-82-9529,Cairo,Mandalay,Normal,Female,,37.95,10,,398.475,1/26/2019,2:51:00 PM,,379.5,,,9.7
563-36-9814,,Yangon,Member,,Electronic accessories,,1,3.841,80.661,3/14/2019,6:27:00 PM,,76.82,4.761904762,3.841,7.2
308-47-4913,,,Member,Female,,52.26,,26.13,548.73,03/09/2019,12:45:00 PM,Credit card,522.6,4.761904762,26.13,6.2
885-17-6250,Alex,Yangon,Normal,Female,,79.74,1,,83.727,03/06/2019,10:36:00 AM,Ewallet,79.74,4.761904762,3.987,7.3
726-27-2396,Alex,,,Female,,77.5,5,,406.875,1/24/2019,8:36:00 PM,Ewallet,387.5,4.761904762,19.375,4.3
316-01-3952,Alex,Yangon,Normal,,Food and beverages,54.27,5,13.5675,284.9175,3/14/2019,2:16:00 PM,Ewallet,,4.761904762,13.5675,4.6
760-54-1821,Cairo,Mandalay,Normal,,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26:00 AM,,122.31,4.761904762,6.1155,5.8
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,03/05/2019,1:30:00 PM,,246.36,4.761904762,12.318,8.3
346-12-3257,,Mandalay,,Male,Electronic accessories,19.24,9,,181.818,3/14/2019,4:28:00 PM,Cash,173.16,4.761904762,8.658,8
110-05-6330,Giza,Naypyitaw,Normal,Female,,39.43,,11.829,248.409,3/25/2019,8:18:00 PM,Credit card,236.58,4.761904762,11.829,9.4
651-61-0874,Giza,,Normal,Male,,46.22,4,9.244,194.124,03/12/2019,8:04:00 PM,Credit card,184.88,4.761904762,9.244,6.2
236-86-3015,,,,Male,Home and lifestyle,13.98,1,0.699,14.679,02/04/2019,1:38:00 PM,Ewallet,13.98,4.761904762,0.699,9.8
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43:00 AM,Ewallet,198.75,4.761904762,9.9375,9.6
587-03-7455,Giza,Naypyitaw,,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,5:30:00 PM,,684.53,4.761904762,34.2265,4.9
882-40-4577,Alex,Yangon,Member,,Sports and travel,67.26,,13.452,282.492,3/14/2019,3:28:00 PM,Credit card,269.04,4.761904762,13.452,8
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,01/11/2019,7:07:00 PM,,68.95,4.761904762,3.4475,7.8
725-32-9708,,Mandalay,Member,,Fashion accessories,68.71,4,13.742,288.582,3/14/2019,7:01:00 PM,,274.84,4.761904762,,4.1
256-08-8343,Alex,,,Female,Home and lifestyle,,4,11.306,237.426,3/14/2019,7:48:00 PM,Ewallet,226.12,4.761904762,11.306,5.5
372-26-1506,Giza,,,,,23.82,5,,125.055,3/14/2019,7:24:00 PM,Ewallet,119.1,4.761904762,5.955,5.4
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,,17.105,359.205,01/02/2019,1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,,Mandalay,Normal,Male,Sports and travel,21.87,,2.187,45.927,3/14/2019,2:29:00 PM,,43.74,4.761904762,2.187,6.9
132-23-6451,,Yangon,,Male,,20.97,5,5.2425,110.0925,01/04/2019,1:21:00 PM,Cash,,4.761904762,,7.8
696-90-2548,Alex,Yangon,,Male,Sports and travel,25.84,3,,81.396,03/10/2019,6:55:00 PM,Ewallet,,,3.876,6.6
472-15-9636,Alex,Yangon,Normal,,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,7:36:00 PM,Ewallet,407.44,4.761904762,20.372,9.2
268-03-6164,Cairo,Mandalay,Normal,,Health and beauty,96.11,1,,100.9155,3/14/2019,4:28:00 PM,Ewallet,,4.761904762,4.8055,7.8
750-57-9686,,Naypyitaw,Normal,,Home and lifestyle,45.38,,9.076,190.596,01/08/2019,1:48:00 PM,Credit card,181.52,4.761904762,9.076,8.7
186-09-3669,Giza,,,Female,Health and beauty,81.51,,,85.5855,1/22/2019,10:57:00 AM,,81.51,4.761904762,4.0755,9.2
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,01/12/2019,5:13:00 PM,,114.44,,5.722,8.3
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,3/14/2019,10:23:00 AM,Cash,,4.761904762,8.827,8.2
266-76-6436,,,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,1:57:00 PM,Ewallet,115.8,4.761904762,5.79,7.5
740-22-2500,Giza,Naypyitaw,,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,1:29:00 PM,,,4.761904762,12.6075,9.8
271-88-8734,,Naypyitaw,Member,Female,Fashion accessories,97.21,10,,1020.705,02/08/2019,1:00:00 PM,Credit card,972.1,4.761904762,48.605,8.7
301-81-8610,Cairo,,Member,Male,Fashion accessories,25.42,8,,213.528,3/19/2019,7:42:00 PM,Credit card,203.36,4.761904762,,6.7
489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,03/09/2019,3:36:00 PM,Cash,16.28,4.761904762,,5
198-84-7132,Cairo,,Member,,Fashion accessories,40.61,,18.2745,383.7645,3/14/2019,1:40:00 PM,Cash,,4.761904762,18.2745,7
269-10-8440,Alex,Yangon,Member,Male,,53.17,7,,390.7995,1/21/2019,6:01:00 PM,Cash,,4.761904762,,8.9
650-98-6268,,Mandalay,,Female,Food and beverages,20.87,,3.1305,65.7405,3/20/2019,1:53:00 PM,Credit card,62.61,4.761904762,3.1305,8
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,3/14/2019,5:27:00 PM,Cash,336.35,4.761904762,16.8175,6.9
325-77-6186,,,Member,,Home and lifestyle,,10,45.325,951.825,03/08/2019,10:53:00 AM,Ewallet,906.5,4.761904762,45.325,7.3
286-75-7818,Cairo,,Normal,,Fashion accessories,69.08,,,145.068,1/31/2019,7:48:00 PM,Credit card,138.16,4.761904762,6.908,6.9
574-57-9721,Giza,Naypyitaw,Normal,,Food and beverages,43.27,,4.327,90.867,03/08/2019,4:53:00 PM,Ewallet,86.54,4.761904762,,5.7
459-50-7686,,Yangon,,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,7:14:00 PM,Ewallet,,4.761904762,7.038,6.4
616-87-0016,,,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,03/09/2019,2:36:00 PM,Credit card,668.78,4.761904762,,9.6
837-55-7229,Cairo,,Normal,Female,,47.44,1,,49.812,3/14/2019,6:19:00 PM,Credit card,47.44,4.761904762,2.372,6.8
751-69-0068,Giza,Naypyitaw,,Male,,,9,44.658,937.818,3/19/2019,7:09:00 PM,Ewallet,,4.761904762,44.658,9
257-73-1380,Giza,,Member,Male,Sports and travel,82.93,,,348.306,1/20/2019,4:51:00 PM,Ewallet,331.72,,,9.6
345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,03/08/2019,3:37:00 PM,Credit card,203.94,,10.197,7.7
549-96-4200,,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,03/08/2019,8:15:00 PM,Ewallet,68.16,4.761904762,3.408,7
810-60-6344,Giza,,Normal,Female,Electronic accessories,40.86,,16.344,343.224,02/07/2019,2:38:00 PM,Credit card,326.88,4.761904762,16.344,6.5
450-28-2866,Giza,Naypyitaw,Member,,,17.44,5,4.36,91.56,1/15/2019,7:25:00 PM,Cash,87.2,4.761904762,4.36,8.1
394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,7:35:00 PM,,707.44,4.761904762,35.372,4.3
138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,3:42:00 PM,Credit card,802.89,4.761904762,40.1445,6.5
192-98-7397,,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,,13.419,01/08/2019,2:11:00 PM,Ewallet,12.78,4.761904762,0.639,9.5
301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00 AM,Cash,,4.761904762,6.685,9.7
390-80-5128,Cairo,Mandalay,,,Health and beauty,,1,0.9575,20.1075,1/28/2019,5:58:00 PM,,,4.761904762,0.9575,9.5
235-46-8343,,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26:00 AM,,,4.761904762,,8.9
453-12-7053,Giza,,Normal,,Fashion accessories,45.74,,6.861,144.081,03/10/2019,5:38:00 PM,,137.22,,6.861,6.5
296-11-7041,,Mandalay,Member,Female,Health and beauty,27.07,,1.3535,28.4235,01/12/2019,8:07:00 PM,Credit card,27.07,,1.3535,5.3
449-27-2918,Cairo,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/14/2019,11:02:00 AM,Credit card,,,,9.6
891-01-7034,,Mandalay,Normal,Female,Electronic accessories,74.71,6,,470.673,3/14/2019,7:07:00 PM,,,,22.413,6.7
744-09-5786,Cairo,Mandalay,,Male,Electronic accessories,22.01,,6.603,138.663,01/02/2019,6:50:00 PM,Cash,132.06,4.761904762,6.603,7.6
727-17-0390,,Yangon,Normal,Female,Food and beverages,63.61,,15.9025,333.9525,3/14/2019,12:43:00 PM,,318.05,4.761904762,15.9025,4.8
568-88-3448,,Yangon,Normal,,,25,,1.25,26.25,03/03/2019,3:09:00 PM,Ewallet,25,4.761904762,1.25,5.5
187-83-5490,Alex,Yangon,Member,Male,,20.77,4,4.154,87.234,1/31/2019,1:47:00 PM,Cash,83.08,,,4.7
767-54-1907,,Mandalay,Member,Female,,29.56,,7.39,155.19,2/13/2019,4:59:00 PM,Cash,,,7.39,6.9
710-46-4433,,Mandalay,Member,Female,Food and beverages,77.4,9,,731.43,2/15/2019,2:15:00 PM,Credit card,696.6,4.761904762,34.83,4.5
533-33-5337,Cairo,Mandalay,,Male,,79.39,,39.695,833.595,3/14/2019,8:24:00 PM,,793.9,,39.695,6.2
325-90-8763,Giza,Naypyitaw,Member,,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,1:58:00 PM,Cash,,4.761904762,23.285,7.6
729-46-7422,Giza,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,4:52:00 PM,,35.89,4.761904762,,7.9
639-76-1242,,,,,Food and beverages,,5,10.13,212.73,3/14/2019,3:19:00 PM,,202.6,4.761904762,10.13,4.5
234-03-4040,Cairo,Mandalay,,Female,Food and beverages,,10,36.525,767.025,03/03/2019,12:25:00 PM,,730.5,4.761904762,36.525,8.7
326-71-2155,Giza,Naypyitaw,,,Sports and travel,73.95,,14.79,310.59,02/03/2019,10:02:00 AM,Cash,295.8,4.761904762,14.79,6.1
320-32-8842,,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,3/17/2019,6:58:00 PM,Cash,22.62,4.761904762,1.131,6.4
470-32-9057,,Yangon,Member,Male,Food and beverages,51.34,,12.835,269.535,3/14/2019,3:31:00 PM,Credit card,,4.761904762,12.835,9.1
878-30-2331,Giza,Naypyitaw,,,,54.55,,27.275,572.775,03/02/2019,11:22:00 AM,Credit card,545.5,4.761904762,27.275,7.1
440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.15,,,273.0525,3/14/2019,1:12:00 PM,Credit card,260.05,4.761904762,13.0025,7.7
554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,37.02,,11.106,233.226,3/22/2019,6:33:00 PM,Cash,,,11.106,4.5
746-19-0921,Giza,,Normal,Male,Food and beverages,21.58,1,,22.659,3/14/2019,10:02:00 AM,Ewallet,21.58,4.761904762,1.079,7.2
233-34-0817,Giza,Naypyitaw,,,Electronic accessories,98.84,,,103.782,3/14/2019,11:21:00 AM,Cash,98.84,4.761904762,4.942,8.4
767-05-1286,Giza,Naypyitaw,,Female,Home and lifestyle,,,25.131,527.751,1/23/2019,12:10:00 PM,Ewallet,502.62,,25.131,5.4
340-21-9136,,Yangon,,Female,Sports and travel,,4,,168.21,3/14/2019,11:40:00 AM,,160.2,4.761904762,,9.7
405-31-3305,,Yangon,,,Fashion accessories,43.13,,,452.865,02/02/2019,6:31:00 PM,,431.3,,21.565,5.5
731-59-7531,,Mandalay,Member,Male,Health and beauty,72.57,,29.028,609.588,3/14/2019,5:58:00 PM,Cash,580.56,,29.028,4.6
676-39-6028,Alex,Yangon,Member,Female,Electronic accessories,64.44,5,,338.31,3/30/2019,5:04:00 PM,,322.2,4.761904762,,6.6
502-05-1910,Alex,,Normal,Male,,65.18,,9.777,205.317,3/14/2019,8:35:00 PM,Credit card,,4.761904762,9.777,6.3
485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.26,5,,174.615,3/18/2019,4:10:00 PM,,166.3,,,4.2
598-47-9715,Giza,,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,3/14/2019,4:54:00 PM,Ewallet,336.28,4.761904762,,4.4
701-69-8742,,Mandalay,Normal,Male,Sports and travel,,10,17.185,360.885,3/14/2019,10:11:00 AM,,343.7,4.761904762,,6.7
575-67-1508,Alex,,Normal,Male,,38.6,1,,40.53,1/29/2019,11:26:00 AM,Ewallet,,4.761904762,1.93,6.7
541-08-3113,,Naypyitaw,,Male,Food and beverages,65.97,8,,554.148,02/02/2019,8:29:00 PM,Cash,,,26.388,8.4
246-11-3901,Giza,Naypyitaw,Normal,Female,,32.8,10,16.4,344.4,3/14/2019,12:12:00 PM,Cash,328,4.761904762,,6.2
674-15-9296,,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,3/14/2019,1:05:00 PM,Ewallet,,4.761904762,9.285,5
305-18-3552,Cairo,Mandalay,Member,Male,,60.38,,30.19,633.99,3/14/2019,4:19:00 PM,Cash,603.8,4.761904762,30.19,6
493-65-6248,Giza,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,01/01/2019,7:48:00 PM,Credit card,369.8,,18.49,7
438-01-4015,,Mandalay,Member,Female,Sports and travel,49.49,,9.898,207.858,3/14/2019,3:25:00 PM,Ewallet,197.96,4.761904762,9.898,6.6
709-58-4068,,,Normal,Female,Fashion accessories,41.09,10,,431.445,2/28/2019,2:42:00 PM,Cash,,4.761904762,,7.3
795-49-7276,,,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/14/2019,6:59:00 PM,Ewallet,148.6,4.761904762,,8.3
556-72-8512,Giza,Naypyitaw,Normal,Male,,22.96,,,24.108,1/30/2019,8:47:00 PM,,22.96,4.761904762,1.148,4.3
627-95-3243,Cairo,Mandalay,,Female,Home and lifestyle,77.68,,34.956,734.076,02/04/2019,1:21:00 PM,,699.12,4.761904762,34.956,9.8
686-41-0932,Cairo,,,,Fashion accessories,34.7,,3.47,72.87,3/13/2019,7:48:00 PM,Ewallet,,4.761904762,3.47,8.2
510-09-5628,,,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/14/2019,6:20:00 PM,Credit card,196.6,4.761904762,9.83,7.2
608-04-3797,Cairo,Mandalay,,Female,Health and beauty,,8,10.128,212.688,03/05/2019,8:24:00 PM,Ewallet,202.56,,10.128,8.7
148-82-2527,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,,127.26,3/14/2019,1:44:00 PM,Credit card,121.2,4.761904762,6.06,8.4
437-53-3084,Cairo,Mandalay,Normal,Male,Fashion accessories,99.89,,9.989,209.769,3/14/2019,11:48:00 AM,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,,Mandalay,,Male,Sports and travel,75.92,8,30.368,637.728,3/20/2019,2:14:00 PM,Cash,607.36,4.761904762,30.368,5.5
556-97-7101,Giza,Naypyitaw,Normal,,Electronic accessories,63.22,,,132.762,3/14/2019,3:51:00 PM,Cash,126.44,4.761904762,6.322,8.5
862-59-8517,Giza,Naypyitaw,Normal,,Food and beverages,90.24,6,27.072,568.512,3/14/2019,11:17:00 AM,Cash,,4.761904762,27.072,6.2
401-18-8016,,Mandalay,Member,Female,Sports and travel,98.13,,4.9065,103.0365,1/21/2019,5:36:00 PM,Cash,,4.761904762,,8.9
420-18-8989,Alex,Yangon,Member,Female,Sports and travel,51.52,,20.608,432.768,02/02/2019,3:47:00 PM,,412.16,,,9.6
277-63-2961,Cairo,,Member,Male,,73.97,1,3.6985,77.6685,02/03/2019,3:53:00 PM,Credit card,73.97,4.761904762,3.6985,5.4
573-98-8548,Giza,,,Female,Fashion accessories,31.9,1,1.595,33.495,3/14/2019,12:40:00 PM,Ewallet,31.9,4.761904762,1.595,9.1
620-02-2046,Giza,,,Male,Home and lifestyle,69.4,2,,145.74,1/27/2019,7:48:00 PM,Ewallet,138.8,4.761904762,6.94,9
282-35-2475,Cairo,,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,5:53:00 PM,,,4.761904762,9.331,6.3
511-54-3087,Cairo,Mandalay,Normal,Male,Sports and travel,,,4.4225,92.8725,3/14/2019,4:36:00 PM,,88.45,4.761904762,4.4225,9.5
726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,8:54:00 PM,,193.44,4.761904762,,9.8
387-49-4215,Cairo,Mandalay,Member,Female,Sports and travel,48.5,,,152.775,01/08/2019,12:50:00 PM,,145.5,4.761904762,7.275,6.7
862-17-9201,Cairo,,Normal,Female,,84.05,6,,529.515,1/29/2019,10:48:00 AM,,504.3,4.761904762,25.215,7.7
291-21-5991,,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,2:28:00 PM,Cash,306.45,4.761904762,15.3225,7
602-80-9671,,Naypyitaw,,Female,Home and lifestyle,15.95,6,,100.485,02/09/2019,5:15:00 PM,Credit card,95.7,4.761904762,4.785,5.1
347-72-6115,,Mandalay,Member,Female,Sports and travel,,,31.759,666.939,1/16/2019,6:03:00 PM,Credit card,,,31.759,6.2
209-61-0206,Alex,,,Female,Home and lifestyle,42.91,5,,225.2775,01/05/2019,5:29:00 PM,,214.55,4.761904762,10.7275,6.1
595-27-4851,Alex,Yangon,,Female,Fashion accessories,54.28,,18.998,398.958,3/14/2019,6:05:00 PM,,379.96,4.761904762,18.998,9.3
189-52-0236,Alex,Yangon,Normal,Male,Electronic accessories,,7,34.8425,731.6925,3/14/2019,12:07:00 PM,Cash,696.85,4.761904762,34.8425,7.6
503-07-0930,,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,3/14/2019,7:49:00 PM,Credit card,,4.761904762,20.4365,8.2
413-20-6708,Giza,,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,3:52:00 PM,,51.47,,2.5735,8.5
425-85-2085,Cairo,Mandalay,,Male,Health and beauty,54.86,5,,288.015,3/29/2019,4:48:00 PM,Ewallet,,4.761904762,13.715,9.8
521-18-7827,,,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,8:46:00 PM,,196.95,4.761904762,9.8475,8.7
220-28-1851,Alex,Yangon,Normal,Male,Home and lifestyle,34.73,2,,72.933,03/01/2019,6:14:00 PM,Ewallet,,4.761904762,,9.7
600-38-9738,,Naypyitaw,Member,Male,,71.92,5,17.98,377.58,1/17/2019,3:05:00 PM,,,4.761904762,17.98,4.3
734-91-1155,Cairo,Mandalay,Normal,Female,,,3,6.8565,143.9865,3/26/2019,10:34:00 AM,Credit card,137.13,4.761904762,6.8565,7.7
451-28-5717,Giza,Naypyitaw,,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23:00 AM,Cash,499.02,4.761904762,24.951,7.3
609-81-8548,Alex,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,3/14/2019,1:55:00 PM,Credit card,,4.761904762,,5.9
133-14-7229,Giza,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,3/14/2019,11:43:00 AM,,,4.761904762,6.287,5
534-01-4457,,,,Male,Food and beverages,,6,24.513,514.773,1/27/2019,2:36:00 PM,Credit card,490.26,4.761904762,,8
719-89-8991,Alex,Yangon,,Female,,,5,,479.9025,3/14/2019,4:03:00 PM,Ewallet,457.05,4.761904762,22.8525,7.1
286-62-6248,Cairo,,Normal,Male,,39.21,4,,164.682,1/16/2019,8:03:00 PM,Credit card,156.84,,,9
339-38-9982,Cairo,Mandalay,Member,Male,,59.86,2,5.986,125.706,1/13/2019,2:55:00 PM,Ewallet,119.72,,5.986,6.7
827-44-5872,Cairo,Mandalay,Member,,,54.36,10,27.18,570.78,3/14/2019,11:28:00 AM,Credit card,543.6,4.761904762,27.18,6.1
827-77-7633,,,,,Sports and travel,98.09,9,,926.9505,2/17/2019,7:41:00 PM,Cash,882.81,4.761904762,44.1405,9.3
287-83-1405,,Yangon,Normal,Male,Health and beauty,25.43,6,,160.209,02/12/2019,7:01:00 PM,Ewallet,,4.761904762,7.629,7
435-13-4908,Alex,Yangon,,,Fashion accessories,,,34.672,728.112,1/24/2019,6:04:00 PM,,693.44,4.761904762,34.672,7.2
857-67-9057,,Mandalay,Normal,Male,,22.95,,11.475,240.975,3/14/2019,7:20:00 PM,Ewallet,229.5,4.761904762,,8.2
236-27-1144,,,Normal,,Food and beverages,,9,7.3395,154.1295,3/26/2019,10:31:00 AM,,,,7.3395,8.4
892-05-6689,,Yangon,,Female,Home and lifestyle,28.32,5,,148.68,03/11/2019,1:28:00 PM,,141.6,4.761904762,7.08,6.2
583-41-4548,,,Normal,Male,,16.67,,5.8345,122.5245,02/07/2019,11:36:00 AM,Ewallet,,4.761904762,5.8345,7.4
339-12-4827,Cairo,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,01/05/2019,11:32:00 AM,,73.96,4.761904762,3.698,5
643-38-7867,Alex,Yangon,,Male,Home and lifestyle,97.94,1,4.897,102.837,03/07/2019,11:44:00 AM,Ewallet,97.94,,4.897,6.9
308-81-0538,,Yangon,Normal,Female,Fashion accessories,,,,306.81,3/14/2019,5:16:00 PM,Credit card,292.2,4.761904762,14.61,4.9
358-88-9262,Giza,,Member,Female,Food and beverages,87.48,,26.244,551.124,02/01/2019,6:43:00 PM,Ewallet,524.88,4.761904762,26.244,5.1
460-35-4390,Alex,,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00:00 AM,Ewallet,92.04,4.761904762,4.602,9.1
343-87-0864,,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,01/03/2019,10:30:00 AM,Credit card,,4.761904762,3.794,7.1
173-50-1108,,Mandalay,,Female,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14:00 PM,Credit card,80.72,4.761904762,4.036,5
243-47-2663,,Naypyitaw,Member,Male,Electronic accessories,18.77,6,,118.251,3/14/2019,4:43:00 PM,,,4.761904762,5.631,5.5
841-18-8232,,,,Female,Food and beverages,,1,3.56,74.76,01/05/2019,8:40:00 PM,,71.2,4.761904762,3.56,9.2
701-23-5550,Cairo,Mandalay,Member,Male,Home and lifestyle,,4,,163.002,3/19/2019,1:40:00 PM,,155.24,4.761904762,7.762,4.9
647-50-1224,Alex,Yangon,Normal,,,29.42,10,14.71,308.91,01/12/2019,4:23:00 PM,Ewallet,294.2,,14.71,8.9
541-48-8554,Alex,Yangon,,Male,,60.95,,,575.9775,01/07/2019,12:08:00 PM,Credit card,,4.761904762,27.4275,6
539-21-7227,,,Normal,,,51.54,,12.885,270.585,1/26/2019,5:45:00 PM,Cash,257.7,4.761904762,12.885,4.2
213-32-1216,Alex,Yangon,Normal,Female,Electronic accessories,66.06,6,,416.178,1/23/2019,10:28:00 AM,Cash,396.36,4.761904762,19.818,7.3
747-58-7183,,,Normal,Male,Fashion accessories,57.27,,8.5905,180.4005,02/09/2019,8:31:00 PM,,,,8.5905,6.5
582-52-8065,Cairo,,Normal,Female,Fashion accessories,,9,24.4395,513.2295,2/22/2019,10:49:00 AM,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,Cairo,,Normal,Female,,58.24,9,26.208,550.368,02/05/2019,12:34:00 PM,Cash,524.16,4.761904762,26.208,9.7
399-69-4630,Giza,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/14/2019,10:23:00 AM,,133.26,4.761904762,6.663,8.6
134-75-2619,,,Member,Male,Electronic accessories,19.32,7,,142.002,3/25/2019,6:51:00 PM,Cash,135.24,,6.762,6.9
356-44-8813,,,Normal,Male,Home and lifestyle,,3,5.622,118.062,1/20/2019,1:45:00 PM,Credit card,,,5.622,7.7
198-66-9832,Cairo,,Member,Female,Fashion accessories,72.04,2,7.204,151.284,02/04/2019,7:38:00 PM,,144.08,,7.204,9.5
